Province,District,2012,2013,2014,2015,2016,2017,2018,2019,2020
Thanh Hóa,Bỉm Sơn,1.449528,1.588109,2.024541,2.20068,2.312452,2.965237,2.837695,3.086096,3.292226
Thanh Hóa,Cẩm Thủy,0.00703,0.015151,0.019751,0.029521,0.028309,0.050054,0.06211,0.079897,0.087011
Thanh Hóa,Hoằng Hóa,0.131732,0.212131,0.431503,0.482511,0.415693,0.678088,0.904307,1.36212,1.91584
Thanh Hóa,Hà Trung,0.107327,0.104202,0.143055,0.150394,0.173907,0.289866,0.330821,0.325897,0.331102
Thanh Hóa,Hậu Lộc,0.162742,0.156726,0.247515,0.25999,0.21207,0.386956,0.523228,0.742706,0.876909
Thanh Hóa,Lang Chánh,0.005623,0.005195,0.001353,0.019584,0.021655,0.022684,0.025211,0.021863,0.018465
Thanh Hóa,Mường Lát,0.0,0.0,0.002896,0.003153,0.00571,0.007874,0.010092,0.009373,0.007846
Thanh Hóa,Nga Sơn,0.121445,0.114153,0.140189,0.2003,0.268614,0.35697,0.446601,0.522298,0.658469
Thanh Hóa,Ngọc Lặc,0.0,0.002514,0.014966,0.027498,0.031638,0.05354,0.054111,0.063005,0.06821
Thanh Hóa,Như Thanh,0.003896,0.003827,0.009066,0.018212,0.017675,0.036518,0.054495,0.078223,0.101676
Thanh Hóa,Như Xuân,0.004157,0.007639,0.009997,0.009374,0.01926,0.031282,0.065472,0.045129,0.051536
Thanh Hóa,Nông Cống,0.0448,0.0514,0.073724,0.074113,0.076236,0.138359,0.25706,0.359357,0.541006
Thanh Hóa,Quan Hóa,0.010434,0.010877,0.022665,0.023632,0.021697,0.041345,0.04523,0.023026,0.021269
Thanh Hóa,Quan Sơn,0.000306,0.001328,0.00078,0.003212,0.00147,0.001877,0.005069,0.006193,0.005439
Thanh Hóa,Quảng Xương,0.149651,0.187051,0.264451,0.345873,0.3552,0.591096,0.921745,1.076686,1.390053
Thanh Hóa,Sầm Sơn,0.812556,1.191621,1.483663,2.35099,2.715838,2.963863,3.16142,2.871001,3.07946
Thanh Hóa,Thanh Hóa,2.703717,3.09242,4.17649,4.829068,4.578515,5.145826,5.906065,6.995321,6.203656
Thanh Hóa,Thiệu Hóa,0.041946,0.095529,0.132118,0.135795,0.126537,0.198034,0.272373,0.330642,0.448468
Thanh Hóa,Thường Xuân,0.008976,0.007443,0.00479,0.005543,0.004967,0.008548,0.013358,0.0204,0.022787
Thanh Hóa,Thạch Thành,0.011593,0.019173,0.020523,0.027875,0.032202,0.044345,0.065331,0.075183,0.085407
Thanh Hóa,Thọ Xuân,0.071656,0.08685,0.172316,0.153434,0.146305,0.360599,0.311594,0.428464,0.367928
Thanh Hóa,Triệu Sơn,0.033666,0.02677,0.067123,0.07427,0.109852,0.173364,0.225807,0.314094,0.419507
Thanh Hóa,Tĩnh Gia,0.308508,0.428593,0.8686,1.378937,2.040858,3.277592,4.61026,3.464995,3.00576
Thanh Hóa,Vĩnh Lộc,0.040061,0.042542,0.057765,0.040199,0.06303,0.118832,0.190393,0.174172,0.235886
Thanh Hóa,Yên Định,0.051611,0.058602,0.090762,0.105728,0.118738,0.197668,0.237152,0.264217,0.359999
Thanh Hóa,Đông Sơn,0.15537,0.168208,0.279987,0.441207,0.45935,0.676775,1.004076,1.36098,1.897073
Thái Bình,Hưng Hà,0.089893,0.116839,0.208293,0.255585,0.297421,0.356084,0.553124,0.696318,0.816471
Thái Bình,Kiến Xương,0.101206,0.150423,0.18972,0.315581,0.346836,0.473102,0.584803,0.784996,1.08617
Thái Bình,Quỳnh Phụ,0.1041,0.131499,0.231979,0.218319,0.292996,0.295163,0.52816,0.59871,0.738617
Thái Bình,Thái Bình,2.284965,2.985705,3.956609,4.425561,4.649063,5.23023,5.613076,6.562955,6.450013
Thái Bình,Thái Thụy,0.064914,0.125216,0.18865,0.329334,0.372661,0.508097,0.676892,0.720718,0.691983
Thái Bình,Tiền Hải,0.121324,0.147495,0.214281,0.353562,0.411892,0.624689,0.759031,0.978889,1.098903
Thái Bình,Vũ Thư,0.68544,0.668065,0.81778,0.937502,1.023624,1.445297,1.490433,1.744053,1.921273
Thái Bình,Đông Hưng,0.102425,0.13594,0.198462,0.22474,0.272218,0.345979,0.44736,0.593774,0.745508
Thái Nguyên,Phú Bình,0.042094,0.046221,0.122172,0.233169,0.259372,0.331864,0.384652,0.416116,0.420486
Thái Nguyên,Phú Lương,0.021966,0.03547,0.042248,0.046437,0.060991,0.088963,0.057365,0.088451,0.052356
Thái Nguyên,Phổ Yên,0.218338,0.41701,0.915626,1.465951,1.571595,1.793272,1.988008,2.087822,1.727954
Thái Nguyên,Sông Công,0.654343,0.737361,0.826859,0.891857,1.010065,1.400365,1.478472,1.803536,1.624537
Thái Nguyên,Thái Nguyên,2.318407,2.290438,2.290643,2.182837,2.663131,3.134665,2.915459,3.380974,3.020029
Thái Nguyên,Võ Nhai,0.01036,0.010722,0.012893,0.01103,0.016743,0.02278,0.019474,0.025166,0.024691
Thái Nguyên,Đại Từ,0.064956,0.159187,0.235941,0.201946,0.212245,0.237205,0.224511,0.260863,0.239131
Thái Nguyên,Định Hóa,0.001753,0.001844,0.006952,0.006337,0.007864,0.01125,0.014831,0.011619,0.023802
Thái Nguyên,Đồng Hỷ,0.04353,0.058619,0.069854,0.07014,0.074331,0.091426,0.072834,0.111106,0.083539
Thừa Thiên Huế,A Lưới,0.005586,0.006629,0.006226,0.00581,0.005648,0.009218,0.012006,0.015639,0.015883
Thừa Thiên Huế,Huế,4.624841,4.930404,5.841657,5.95274,5.86425,7.230582,7.565948,7.710367,7.893088
Thừa Thiên Huế,Hương Thủy,0.281882,0.289375,0.310512,0.355386,0.362713,0.512152,0.556376,0.605086,0.673072
Thừa Thiên Huế,Hương Trà,0.133325,0.171969,0.197763,0.215821,0.232688,0.297007,0.329072,0.368355,0.440481
Thừa Thiên Huế,Nam Đông,0.000803,0.0,0.0,0.002585,0.001767,0.001651,0.005016,0.00021,0.004208
Thừa Thiên Huế,Phong Điền,0.037587,0.054764,0.110092,0.116811,0.080364,0.114272,0.151603,0.165683,0.199087
Thừa Thiên Huế,Phú Lộc,0.103679,0.106557,0.144476,0.186902,0.131021,0.22389,0.264983,0.284735,0.369937
Thừa Thiên Huế,Phú Vang,0.16457,0.203666,0.277611,0.354897,0.295891,0.50355,0.654384,0.753637,0.873328
Thừa Thiên Huế,Quảng Điền,0.021695,0.040705,0.097065,0.119224,0.123436,0.220562,0.275787,0.318664,0.461455
Tiền Giang,Cai Lậy,0.045276,0.050534,0.080526,0.172771,0.217145,0.375039,0.459969,0.681901,0.836665
Tiền Giang,Cai Lậy (Thị xã),0.280759,0.346224,0.441546,0.695262,0.790628,1.006879,1.261578,1.413016,1.75078
Tiền Giang,Châu Thành,1.855669,2.402014,2.872428,3.133149,3.376432,3.839901,5.745111,5.952439,5.962453
Tiền Giang,Chợ Gạo,43.201296,55.640013,64.95664,71.963257,65.952855,93.038934,127.181922,140.046121,101.903632
Tiền Giang,Cái Bè,0.172601,0.219632,0.311202,0.412396,0.461206,0.646512,0.701557,0.749005,0.792026
Tiền Giang,Gò Công,1.227427,1.096281,1.412332,1.793929,1.771871,2.887317,4.181004,5.054154,5.070129
Tiền Giang,Gò Công Tây,1.868234,3.549893,4.687647,6.294023,4.493754,8.570568,11.265971,16.041898,12.446238
Tiền Giang,Gò Công Đông,0.258558,0.271472,0.398609,0.570489,0.546733,1.007609,1.335969,1.911128,2.395708
Tiền Giang,Mỹ Tho,4.907589,5.918895,7.000838,7.945879,8.573645,10.337805,13.18488,15.348578,14.264858
Tiền Giang,Tân Phú Đông,0.264765,0.212956,0.483804,0.547869,0.497424,0.81655,1.191306,1.339204,1.207477
Tiền Giang,Tân Phước,0.19636,0.275914,0.448326,0.649683,1.418295,2.619407,4.851613,6.207284,7.516992
Trà Vinh,Châu Thành,0.138731,0.171455,0.204276,0.292427,0.319571,0.527876,0.913892,1.261871,1.253171
Trà Vinh,Càng Long,0.106651,0.120644,0.163284,0.193722,0.274547,0.59611,1.111564,2.153766,2.054512
Trà Vinh,Cầu Kè,0.048436,0.054815,0.073365,0.090069,0.078236,0.144556,0.193142,0.299925,0.37404
Trà Vinh,Cầu Ngang,0.063313,0.07519,0.288523,0.304127,0.245031,0.464003,0.657322,0.798585,0.963715
Trà Vinh,Duyên Hải,0.003049,0.009584,0.069292,0.153163,0.121461,0.320648,0.428649,0.509148,0.630868
Trà Vinh,Duyên Hải (Thị xã),0.165791,0.224168,0.464205,0.808078,1.0759,1.527912,1.553383,2.098537,2.483215
Trà Vinh,Tiểu Cần,0.056794,0.068601,0.10284,0.098056,0.116363,0.192161,0.298568,0.430952,0.547741
Trà Vinh,Trà Cú,0.079553,0.108476,0.166334,0.204984,0.235539,0.340345,0.465452,0.683748,0.868157
Trà Vinh,Trà Vinh,3.080101,2.906603,3.385161,3.594666,3.967777,4.299585,5.106359,5.555985,6.033919
Tuyên Quang,Chiêm Hóa,0.004273,0.003286,0.003765,0.003357,0.003813,0.005671,0.005584,0.007227,0.004204
Tuyên Quang,Hàm Yên,0.001566,0.002983,0.004712,0.005322,0.011019,0.014946,0.019358,0.013783,0.006464
Tuyên Quang,Lâm Bình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012777,0.009803
Tuyên Quang,Nà Hang,0.002111,0.002597,0.002699,0.005031,0.004202,0.003558,0.004084,0.005822,0.004356
Tuyên Quang,Sơn Dương,0.043297,0.04561,0.050645,0.047367,0.060654,0.075426,0.071319,0.105794,0.092788
Tuyên Quang,Tuyên Quang,0.549796,0.690737,0.856821,1.208137,1.556103,1.459669,1.713659,1.317663,1.493706
Tuyên Quang,Yên Sơn,0.02512,0.028349,0.038082,0.038852,0.044081,0.043344,0.04828,0.061562,0.0541
Tây Ninh,Bến Cầu,0.391182,0.416661,0.45905,0.521563,0.559154,0.74782,1.136693,1.276806,1.434064
Tây Ninh,Châu Thành,0.178216,0.219694,0.280742,0.313078,0.327637,0.393593,0.461983,0.479534,0.571948
Tây Ninh,Dương Minh Châu,0.384863,0.294693,0.337956,0.479933,0.444449,0.567376,0.650812,0.706454,0.793305
Tây Ninh,Gò Dầu,0.436947,0.522519,0.831995,1.17053,1.273858,1.570051,1.939736,2.128944,2.287365
Tây Ninh,Hòa Thành,1.80618,2.073243,2.327499,2.615202,2.708727,2.856725,3.146374,3.796621,4.259887
Tây Ninh,Trảng Bàng,0.637622,0.695646,0.834311,0.963239,1.087635,1.339648,1.400822,1.692607,1.978625
Tây Ninh,Tân Biên,0.100891,0.108507,0.126726,0.141158,0.135215,0.167236,0.214412,0.228439,0.295072
Tây Ninh,Tân Châu,0.106827,0.106167,0.123037,0.136136,0.161307,0.195706,0.257403,0.286888,0.338828
Tây Ninh,Tây Ninh,2.075775,2.443555,2.852079,3.047347,3.336255,3.144412,3.57858,3.949893,4.293184
Vĩnh Long,Bình Minh,1.647504,2.184027,2.073006,2.321477,2.4161,2.739064,3.292665,3.951103,4.899409
Vĩnh Long,Bình Tân,0.321441,0.40071,0.435471,0.518154,0.552304,0.728208,0.990804,1.3507,1.863447
Vĩnh Long,Long Hồ,0.514404,0.704585,0.769532,0.91707,1.005406,1.262407,1.516659,1.729987,2.08595
Vĩnh Long,Mang Thít,0.168692,0.159228,0.20945,0.312055,0.792724,1.244521,2.179197,2.80792,2.656627
Vĩnh Long,Tam Bình,0.166415,0.268421,0.292748,0.336566,0.380135,0.709574,0.93599,1.147026,1.445932
Vĩnh Long,Trà Ôn,0.118352,0.144226,0.183599,0.239119,0.272597,0.499947,0.632516,0.791863,0.717554
Vĩnh Long,Vĩnh Long,3.55414,4.06815,4.585379,4.681951,5.095828,5.984863,6.365013,6.899605,7.154788
Vĩnh Long,Vũng Liêm,0.124526,0.131177,0.1733,0.219264,0.24743,0.370109,0.549764,0.665748,0.845976
Vĩnh Phúc,Bình Xuyên,0.986837,1.215866,1.720933,2.088925,2.090423,2.649244,2.962683,3.916956,3.923886
Vĩnh Phúc,Lập Thạch,0.014114,0.029678,0.052144,0.133871,0.139677,0.230105,0.233264,0.355827,0.454374
Vĩnh Phúc,Phúc Yên,1.444134,1.786066,2.118446,1.987605,2.117021,2.424798,2.843787,3.54247,3.132412
Vĩnh Phúc,Sông Lô,0.049037,0.034553,0.05854,0.077164,0.083727,0.134398,0.177525,0.220749,0.283872
Vĩnh Phúc,Tam Dương,0.373739,0.286062,0.360113,0.503567,0.615267,0.780605,0.941605,1.29664,1.408044
Vĩnh Phúc,Tam Đảo,0.072254,0.102829,0.148692,0.179585,0.224884,0.255575,0.251043,0.334053,0.411886
Vĩnh Phúc,Vĩnh Tường,0.311042,0.378972,0.5047,0.486113,0.657221,0.819673,0.935775,1.196858,1.580998
Vĩnh Phúc,Vĩnh Yên,6.629055,4.860965,6.617445,6.967895,7.049722,7.833691,8.610774,9.597697,9.584941
Vĩnh Phúc,Yên Lạc,0.252454,0.313646,0.455665,0.418153,0.495215,0.832681,0.922198,1.174381,1.326349
Yên Bái,Lục Yên,0.006559,0.01169,0.013273,0.014568,0.028605,0.043201,0.05984,0.059531,0.048779
Yên Bái,Mù Căng Chải,0.008385,0.017789,0.026547,0.038352,0.021717,0.030892,0.032394,0.026378,0.028939
Yên Bái,Nghĩa Lộ,0.098576,0.157159,0.198308,0.341925,0.564781,0.725732,0.642789,0.937039,0.761064
Yên Bái,Trạm Tấu,0.001402,0.003228,0.004996,0.009047,0.009665,0.016076,0.018834,0.017242,0.014659
Yên Bái,Trấn Yên,0.003066,0.00708,0.020109,0.023099,0.04597,0.070522,0.061753,0.064292,0.056144
Yên Bái,Văn Chấn,0.001825,0.005463,0.006527,0.006288,0.008508,0.016406,0.015643,0.022805,0.017504
Yên Bái,Văn Yên,0.001134,0.006479,0.003295,0.007739,0.010124,0.015688,0.015201,0.021897,0.015138
Yên Bái,Yên Bái,0.577217,0.821988,0.886241,0.846145,1.14242,1.449309,1.681979,2.089632,2.138481
Yên Bái,Yên Bình,0.019355,0.026354,0.03669,0.038124,0.039923,0.04014,0.055805,0.052254,0.058146
Điện Biên,Mường Chà,0.003606,0.00605,0.00561,0.011609,0.012694,0.016426,0.013145,0.011395,0.008256
Điện Biên,Mường Nhé,0.000737,0.000879,0.000764,0.00093,0.000867,0.002508,0.002995,0.002714,0.003704
Điện Biên,Mường Ảng,0.014828,0.018851,0.022608,0.022256,0.017967,0.048155,0.072928,0.063706,0.073934
Điện Biên,Nậm Pồ,0.0,1.6e-05,0.0,0.0,0.0,0.00025,0.001049,0.00091,0.00216
Điện Biên,Thị Xã Mường Lay,0.045236,0.021674,0.010147,0.033141,0.0157,0.026483,0.069261,0.041403,0.023324
Điện Biên,Tuần Giáo,0.015035,0.018804,0.016928,0.018889,0.018214,0.027756,0.023218,0.020151,0.023441
Điện Biên,Tủa Chùa,0.008692,0.01191,0.012855,0.016869,0.012975,0.032703,0.034965,0.033547,0.033534
Điện Biên,Điện Biên,0.022077,0.024268,0.022298,0.027351,0.025482,0.043446,0.046399,0.044668,0.049443
Điện Biên,Điện Biên Phủ,1.765676,2.323912,2.153614,2.505126,2.518352,2.743453,2.851271,2.60837,2.801283
Điện Biên,Điện Biên Đông,0.001953,0.003162,0.002464,0.001893,0.001939,0.010782,0.011832,0.007892,0.00767
Đà Nẵng,Cẩm Lệ,7.666238,8.685914,10.891281,12.607344,12.137919,15.696484,17.890802,18.315961,16.573283
Đà Nẵng,Hòa Vang,0.393822,0.417174,0.539697,0.663908,0.700856,0.865749,1.049586,1.177569,1.202069
Đà Nẵng,Hải Châu,16.828357,16.637225,18.718249,21.398894,20.203026,28.509855,31.611521,31.442822,28.173143
Đà Nẵng,Liên Chiểu,4.241399,4.720628,5.477611,6.151065,5.867011,7.449438,8.190104,8.474583,8.155645
Đà Nẵng,Ngũ Hành Sơn,7.661757,7.968037,10.067261,11.447762,11.748357,14.70081,17.050414,18.742075,16.986656
Đà Nẵng,Sơn Trà,5.93736,5.577464,7.002739,7.565682,7.266209,9.032816,9.896732,9.979811,9.35056
Đà Nẵng,Thanh Khê,13.117094,13.139148,16.319798,18.485227,16.662302,20.949254,24.188615,25.813227,26.301318
Đắk Lắk,Buôn Ma Thuột,2.278538,2.54239,2.267482,2.469739,2.466748,2.654199,3.325427,3.086941,3.545632
Đắk Lắk,Buôn Đôn,0.02002,0.031394,0.019848,0.020875,0.017704,0.028096,0.040202,0.041678,0.064545
Đắk Lắk,Cư Kuin,0.149103,0.172673,0.135837,0.189461,0.182799,0.230241,0.341515,0.326975,0.458159
Đắk Lắk,Cư M'gar,0.053915,0.05935,0.049806,0.081891,0.070307,0.095395,0.137422,0.125579,0.176181
Đắk Lắk,Ea H'leo,0.016305,0.026586,0.034715,0.047887,0.039269,0.060595,0.076486,0.071726,0.098668
Đắk Lắk,Ea Kar,0.021986,0.030906,0.038546,0.045194,0.042846,0.051938,0.07306,0.078399,0.090633
Đắk Lắk,Ea Súp,0.00676,0.008066,0.007484,0.007809,0.008542,0.012723,0.02422,0.017654,0.031939
Đắk Lắk,Krông A Na,0.082861,0.100352,0.072807,0.092284,0.100506,0.123937,0.201673,0.224314,0.293627
Đắk Lắk,Krông Bông,0.011321,0.014826,0.013871,0.02012,0.019704,0.024296,0.046106,0.038095,0.048195
Đắk Lắk,Krông Búk,0.024971,0.042519,0.043064,0.055865,0.064355,0.076756,0.114526,0.110355,0.169967
Đắk Lắk,Krông Năng,0.019062,0.0261,0.026465,0.031183,0.031359,0.055917,0.116565,0.099897,0.128276
Đắk Lắk,Krông Pắc,0.072387,0.09421,0.100513,0.160771,0.14815,0.192433,0.276318,0.258176,0.303231
Đắk Lắk,Lắk,0.007456,0.009197,0.011421,0.023712,0.018895,0.025876,0.03873,0.043926,0.066308
Đắk Lắk,M'Đrắk,0.006272,0.009251,0.009698,0.011752,0.009504,0.016799,0.031891,0.034517,0.033131
Đắk Lắk,Thị Xã Buôn Hồ,0.232473,0.262374,0.255589,0.331985,0.314363,0.333531,0.414306,0.375614,0.442298
Đắk Nông,Cư Jút,0.049489,0.078183,0.049589,0.08489,0.076613,0.096115,0.128167,0.146174,0.180385
Đắk Nông,Gia Nghĩa,0.339877,0.452339,0.519778,0.664775,0.598024,0.692752,0.849024,0.763076,0.914612
Đắk Nông,Krông Nô,0.018309,0.021981,0.016503,0.026253,0.018673,0.030121,0.049404,0.075104,0.093895
Đắk Nông,Tuy Đức,0.001912,0.00506,0.00394,0.004833,0.003122,0.00828,0.012689,0.014419,0.023219
Đắk Nông,Đăk Glong,0.010388,0.017375,0.012528,0.017287,0.013184,0.014546,0.016688,0.019167,0.025539
Đắk Nông,Đắk Mil,0.074148,0.094231,0.104486,0.1466,0.134831,0.157454,0.190166,0.214573,0.275359
Đắk Nông,Đắk R'Lấp,0.084032,0.11098,0.107152,0.133696,0.14021,0.228797,0.291659,0.295832,0.3163
Đắk Nông,Đắk Song,0.010424,0.021045,0.025233,0.043212,0.041457,0.048456,0.072427,0.081873,0.097111
Đồng Nai,Biên Hòa,6.996119,7.246328,7.989006,8.530788,9.267358,9.609757,10.636089,11.04176,11.314024
Đồng Nai,Cẩm Mỹ,0.168437,0.185189,0.229856,0.297486,0.333216,0.586679,0.828298,0.869436,1.079947
Đồng Nai,Long Khánh,1.221253,1.106483,1.253924,1.522984,1.764787,2.612602,3.06402,3.295163,3.650275
Đồng Nai,Long Thành,1.637296,1.858695,2.353783,2.572196,2.734634,3.09629,3.487046,3.625336,4.170849
Đồng Nai,Nhơn Trạch,2.973542,3.1146,3.304,3.545932,3.942267,4.456824,4.834141,5.118515,5.77741
Đồng Nai,Thống Nhất,0.429846,0.570643,0.726311,1.107199,1.158048,1.858632,2.212419,2.267834,2.217006
Đồng Nai,Trảng Bom,1.04902,1.228722,1.500083,1.778021,2.133228,3.085363,4.033147,4.331854,4.108485
Đồng Nai,Tân Phú,0.049904,0.088427,0.092308,0.093814,0.098785,0.148271,0.259169,0.316213,0.376285
Đồng Nai,Vĩnh Cửu,0.242339,0.295255,0.328834,0.345805,0.375258,0.420375,0.514933,0.539761,0.622935
Đồng Nai,Xuân Lộc,0.418823,0.520283,0.654636,0.823561,1.053109,1.667727,2.671185,2.732381,2.679841
Đồng Nai,Định Quán,0.043936,0.053097,0.070638,0.075624,0.088906,0.167245,0.29853,0.347915,0.425465
Đồng Tháp,Cao Lãnh,0.153004,0.195459,0.254108,0.341944,0.338471,0.429441,0.567945,0.681875,0.730928
Đồng Tháp,Cao Lãnh (Thành phố),2.321966,2.800437,2.80622,3.148007,3.327631,3.175594,3.864806,4.340152,4.690274
Đồng Tháp,Châu Thành,0.147931,0.246157,0.246637,0.304625,0.400862,0.653015,1.054696,1.444286,1.606023
Đồng Tháp,Hồng Ngự,0.028532,0.075247,0.114829,0.124588,0.148307,0.266143,0.287538,0.496941,0.649892
Đồng Tháp,Hồng Ngự (Thị xã),0.133453,0.188425,0.261043,0.262422,0.265457,0.390842,0.441529,0.72016,0.897987
Đồng Tháp,Lai Vung,0.234797,0.321917,0.390217,0.498979,0.687521,1.066375,1.529434,2.133203,3.162631
Đồng Tháp,Lấp Vò,0.356588,0.448035,0.581783,0.783552,0.785084,0.898294,1.041265,1.249444,1.363974
Đồng Tháp,Sa Đéc,3.105781,3.377033,3.624606,3.757845,4.31652,4.232204,4.678807,5.146008,5.340044
Đồng Tháp,Tam Nông,0.022653,0.026681,0.068953,0.090384,0.096542,0.118028,0.153941,0.227868,0.293782
Đồng Tháp,Thanh Bình,0.101943,0.127536,0.173944,0.210811,0.24221,0.295352,0.317413,0.347912,0.426806
Đồng Tháp,Tháp Mười,0.166658,0.189404,0.221156,0.265732,0.245386,0.311644,0.365543,0.443491,0.494276
Đồng Tháp,Tân Hồng,0.023748,0.04279,0.061487,0.08827,0.086521,0.142127,0.164239,0.242593,0.288828
